teilnehmermax,tageseit,teilnehmerminka,teilnehmermaxka,jahr,ort,bezirk,datum,isoweekday,teilnehmermin,isoweek,tag,einwohner,url,demo,monat,yday,uniq,id,kirche,beschreibung,besonderheiten,thema,teilnehmerrelort,bundesland,aufgerufen
250,114,true,false,1989,Tangermünde,Magdeburg,29.11.1989,3,0,48,29,11944,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Tangerm%c3%bcnde,false,11,333,MagdeburgTangermünde29.11.1989,634,false,"","",""" Weg mit der SED""",2,Sachsen-Anhalt,Neues Forum
0,163,true,true,1990,Tangermünde,Magdeburg,17.01.1990,3,0,3,17,11944,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Tangerm%c3%bcnde,false,1,17,MagdeburgTangermünde17.01.1990,635,false,Warnstreik,"","",0,Sachsen-Anhalt,""
150,164,true,false,1990,Tangermünde,Magdeburg,18.01.1990,4,0,3,18,11944,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Tangerm%c3%bcnde,false,1,18,MagdeburgTangermünde18.01.1990,636,false,"","","",1,Sachsen-Anhalt,""
0,241,true,true,1990,Tangermünde,Magdeburg,05.04.1990,4,0,14,5,11944,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Tangerm%c3%bcnde,false,4,95,MagdeburgTangermünde05.04.1990,637,false,Friedensgebet,"",Gegen die illegalen Machenschaften der Stasi  und die Unterwanderung der Volkskammer durch ehemalige MfS-Mitarbeiter.,0,Sachsen-Anhalt,""
250,217,true,false,1990,Ummendorf,Magdeburg,12.03.1990,1,0,11,12,1093,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Ummendorf,false,3,71,MagdeburgUmmendorf12.03.1990,638,false,"","",Gegen den Bau einer Müllverbrennungsanlage.,22,Sachsen-Anhalt,""
50,103,true,false,1989,Wanzleben,Magdeburg,18.11.1989,6,0,46,18,6269,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wanzleben,false,11,322,MagdeburgWanzleben18.11.1989,639,false,"",Demonstration zum Kreisamt des MfS.,Für die Auflösung des MfS.,0,Sachsen-Anhalt,""
300,122,true,false,1989,Wanzleben,Magdeburg,07.12.1989,4,0,49,7,6269,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wanzleben,false,12,341,MagdeburgWanzleben07.12.1989,640,false,"","","",4,Sachsen-Anhalt,""
200,164,true,false,1990,Wanzleben,Magdeburg,18.01.1990,4,0,3,18,6269,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wanzleben,false,1,18,MagdeburgWanzleben18.01.1990,641,false,"","","",3,Sachsen-Anhalt,""
400,171,true,false,1990,Wanzleben,Magdeburg,25.01.1990,4,0,4,25,6269,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wanzleben,false,1,25,MagdeburgWanzleben25.01.1990,642,false,"","","",6,Sachsen-Anhalt,""
1000,100,false,false,1989,Weferlingen,Magdeburg,15.11.1989,3,150,46,15,2263,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Weferlingen,false,11,319,MagdeburgWeferlingen15.11.1989,643,false,"",Demonstration zur Staatsgrenze.,Für die Eröffnung einer Grenzübergangsstelle.,44,Sachsen-Anhalt,""
25,64,true,false,1989,Wernigerode,Magdeburg,10.10.1989,2,0,41,10,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,10,283,MagdeburgWernigerode10.10.1989,644,false,"",Die Polizei schreitet dagegen ein und nimmt 7 Teilnehmer fest.,"""Steckt die Gummiknüppel weg wir wollen keine Gewalt""",0,Sachsen-Anhalt,""
800,78,true,false,1989,Wernigerode,Magdeburg,24.10.1989,2,0,43,24,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,10,297,MagdeburgWernigerode24.10.1989,645,false,Informationsveranstaltung des Neuen Forum in der Kirche,"","",2,Sachsen-Anhalt,""
5000,89,true,false,1989,Wernigerode,Magdeburg,04.11.1989,6,0,44,4,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,11,308,MagdeburgWernigerode04.11.1989,646,false,"","","",13,Sachsen-Anhalt,Neues Forum
2500,91,true,false,1989,Wernigerode,Magdeburg,06.11.1989,1,0,45,6,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,11,310,MagdeburgWernigerode06.11.1989,647,false,"","","",6,Sachsen-Anhalt,""
500,98,false,false,1989,Wernigerode,Magdeburg,13.11.1989,1,300,46,13,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,11,317,MagdeburgWernigerode13.11.1989,648,false,Gottesdienst,"","",1,Sachsen-Anhalt,""
600,105,true,false,1989,Wernigerode,Magdeburg,20.11.1989,1,0,47,20,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,11,324,MagdeburgWernigerode20.11.1989,649,false,"","","",1,Sachsen-Anhalt,""
1000,112,true,false,1989,Wernigerode,Magdeburg,27.11.1989,1,0,48,27,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,11,331,MagdeburgWernigerode27.11.1989,650,false,"","","",2,Sachsen-Anhalt,""
3000,119,true,false,1989,Wernigerode,Magdeburg,04.12.1989,1,0,49,4,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,12,338,MagdeburgWernigerode04.12.1989,651,false,Montagsgebet,"","",8,Sachsen-Anhalt,""
2500,168,true,false,1990,Wernigerode,Magdeburg,22.01.1990,1,0,4,22,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,1,22,MagdeburgWernigerode22.01.1990,652,false,"","","",6,Sachsen-Anhalt,""
400,172,true,false,1990,Wernigerode,Magdeburg,26.01.1990,5,0,4,26,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,1,26,MagdeburgWernigerode26.01.1990,653,false,"","",Mit der Forderung ein Beamtengesetz zu erlassen.,1,Sachsen-Anhalt,Volkspolizisten
1500,173,true,false,1990,Wernigerode,Magdeburg,27.01.1990,6,0,4,27,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,1,27,MagdeburgWernigerode27.01.1990,654,false,"","","",4,Sachsen-Anhalt,""
150,187,true,false,1990,Wernigerode,Magdeburg,10.02.1990,6,0,6,10,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,2,41,MagdeburgWernigerode10.02.1990,655,false,"","","",0,Sachsen-Anhalt,""
700,217,true,false,1990,Wernigerode,Magdeburg,12.03.1990,1,0,11,12,36778,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Wernigerode,false,3,71,MagdeburgWernigerode12.03.1990,656,false,Wahlkundgebung,"","",1,Sachsen-Anhalt,""
3000,93,true,false,1989,Zerbst,Magdeburg,08.11.1989,3,0,45,8,18659,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Zerbst,false,11,312,MagdeburgZerbst08.11.1989,657,false,"","","",16,Sachsen-Anhalt,""
500,100,true,false,1989,Zerbst,Magdeburg,15.11.1989,3,0,46,15,18659,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Zerbst,false,11,319,MagdeburgZerbst15.11.1989,658,false,Gebetsandacht zur gesellschaftlichen Erneuerung,"","",2,Sachsen-Anhalt,""
80,123,true,false,1989,Zerbst,Magdeburg,08.12.1989,5,0,49,8,18659,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Zerbst,false,12,342,MagdeburgZerbst08.12.1989,659,false,"","",Für die Abschaffung des Russischunterrichtes.,0,Sachsen-Anhalt,Schüler
0,166,true,true,1990,Zerbst,Magdeburg,20.01.1990,6,0,3,20,18659,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Zerbst,false,1,20,MagdeburgZerbst20.01.1990,660,false,Warnstreik,"","",0,Sachsen-Anhalt,""
4000,168,true,false,1990,Zerbst,Magdeburg,22.01.1990,1,0,4,22,18659,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Zerbst,false,1,22,MagdeburgZerbst22.01.1990,661,false,"","","",21,Sachsen-Anhalt,""
1500,182,true,false,1990,Zerbst,Magdeburg,05.02.1990,1,0,6,5,18659,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Zerbst,false,2,36,MagdeburgZerbst05.02.1990,662,false,"","","",8,Sachsen-Anhalt,""
1000,218,true,false,1990,Zerbst,Magdeburg,13.03.1990,2,0,11,13,18659,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Zerbst,false,3,72,MagdeburgZerbst13.03.1990,663,false,"","","",5,Sachsen-Anhalt,""
600,253,true,false,1990,Zerbst,Magdeburg,17.04.1990,2,0,16,17,18659,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Zerbst,false,4,107,MagdeburgZerbst17.04.1990,664,false,"","","",3,Sachsen-Anhalt,LDPD
0,115,true,true,1989,Zielitz,Magdeburg,30.11.1989,4,0,48,30,2917,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Magdeburg&ort=Zielitz,false,11,334,MagdeburgZielitz30.11.1989,665,false,Warnstreik,"","",0,Sachsen-Anhalt,""
10000,91,true,false,1989,Apolda,Erfurt,06.11.1989,1,0,45,6,27633,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Apolda,false,11,310,ErfurtApolda06.11.1989,666,false,"","","",36,Thüringen,""
5000,98,true,false,1989,Apolda,Erfurt,13.11.1989,1,0,46,13,27633,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Apolda,false,11,317,ErfurtApolda13.11.1989,667,false,"","","",18,Thüringen,""
1100,105,true,false,1989,Apolda,Erfurt,20.11.1989,1,0,47,20,27633,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Apolda,false,11,324,ErfurtApolda20.11.1989,668,false,"",An der Kreisdienststelle des MfS werden Kerzen abgestellt.,"",3,Thüringen,""
500,126,true,false,1989,Apolda,Erfurt,11.12.1989,1,0,50,11,27633,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Apolda,false,12,345,ErfurtApolda11.12.1989,669,false,"","","",1,Thüringen,""
2500,154,true,false,1990,Apolda,Erfurt,08.01.1990,1,0,2,8,27633,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Apolda,false,1,8,ErfurtApolda08.01.1990,670,false,"","","""SED-PDS weg"", ""Reisefreiheit""",9,Thüringen,Neues Forum
0,161,true,true,1990,Apolda,Erfurt,15.01.1990,1,0,3,15,27633,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Apolda,false,1,15,ErfurtApolda15.01.1990,671,false,"","","",0,Thüringen,""
1200,168,true,false,1990,Apolda,Erfurt,22.01.1990,1,0,4,22,27633,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Apolda,false,1,22,ErfurtApolda22.01.1990,672,false,"","","",4,Thüringen,""
0,170,true,true,1990,Apolda,Erfurt,24.01.1990,3,0,4,24,27633,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Apolda,false,1,24,ErfurtApolda24.01.1990,673,false,Warnstreik,"","",0,Thüringen,""
0,171,true,true,1990,Apolda,Erfurt,25.01.1990,4,0,4,25,27633,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Apolda,false,1,25,ErfurtApolda25.01.1990,674,false,Warnstreik,"","",0,Thüringen,""
100,187,true,false,1990,Apolda,Erfurt,10.02.1990,6,0,6,10,27633,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Apolda,false,2,41,ErfurtApolda10.02.1990,675,false,"","","",0,Thüringen,""
60,191,true,false,1990,Apolda,Erfurt,14.02.1990,3,0,7,14,27633,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Apolda,false,2,45,ErfurtApolda14.02.1990,676,false,"","","Nie wieder Staatsbüdel einer Partei, sondern nur noch Volkspolizei.",0,Thüringen,Volkspolizisten
200,250,true,false,1990,Apolda,Erfurt,14.04.1990,6,0,15,14,27633,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Apolda,false,4,104,ErfurtApolda14.04.1990,677,false,Ostermarsch,"","",0,Thüringen,""
100,89,true,false,1989,Arenshausen,Erfurt,04.11.1989,6,0,44,4,1073,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arenshausen,false,11,308,ErfurtArenshausen04.11.1989,678,false,"","","",9,Thüringen,""
800,54,true,false,1989,Arnstadt,Erfurt,30.09.1989,6,0,39,30,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,9,273,ErfurtArnstadt30.09.1989,679,false,"",Herr Sattler ruft mit einem Flugblatt zur demonstration auf.,"",2,Thüringen,Herr Sattler
800,61,false,false,1989,Arnstadt,Erfurt,07.10.1989,6,300,40,7,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,10,280,ErfurtArnstadt07.10.1989,680,false,"",Die Polizei schreitet ein und nimmt 32 Teilnehmer fest.,"",2,Thüringen,""
400,68,true,false,1989,Arnstadt,Erfurt,14.10.1989,6,0,41,14,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,10,287,ErfurtArnstadt14.10.1989,681,false,"","","",1,Thüringen,""
400,75,false,false,1989,Arnstadt,Erfurt,21.10.1989,6,250,42,21,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,10,294,ErfurtArnstadt21.10.1989,682,false,"",Vor dem Rathaus findet eine Kundgebung mit Vertretern des Rates der Stadt statt.,"",1,Thüringen,""
1000,82,true,false,1989,Arnstadt,Erfurt,28.10.1989,6,0,43,28,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,10,301,ErfurtArnstadt28.10.1989,683,false,"","","",3,Thüringen,""
5000,89,true,false,1989,Arnstadt,Erfurt,04.11.1989,6,0,44,4,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,11,308,ErfurtArnstadt04.11.1989,684,false,"","",Für freie Wahlen und die Zulassung des Neuen Forum.,16,Thüringen,""
8000,96,true,false,1989,Arnstadt,Erfurt,11.11.1989,6,0,45,11,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,11,315,ErfurtArnstadt11.11.1989,685,false,Friedensgebet,"",Für freie Wahlen und gegen die Führungsrolle der SED.,26,Thüringen,Neues Forum
1500,103,true,false,1989,Arnstadt,Erfurt,18.11.1989,6,0,46,18,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,11,322,ErfurtArnstadt18.11.1989,686,false,"","","",5,Thüringen,""
3000,110,true,false,1989,Arnstadt,Erfurt,25.11.1989,6,0,47,25,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,11,329,ErfurtArnstadt25.11.1989,687,false,"","",Für Solidarität mit den Bürgern der SR Rumänien und der CSSR.,10,Thüringen,Neues Forum
0,115,true,true,1989,Arnstadt,Erfurt,30.11.1989,4,0,48,30,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,11,334,ErfurtArnstadt30.11.1989,688,false,"","","",0,Thüringen,""
4000,117,true,false,1989,Arnstadt,Erfurt,02.12.1989,6,0,48,2,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,12,336,ErfurtArnstadt02.12.1989,689,false,"","","",13,Thüringen,""
3000,124,true,false,1989,Arnstadt,Erfurt,09.12.1989,6,0,49,9,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,12,343,ErfurtArnstadt09.12.1989,690,false,"","","",10,Thüringen,""
2000,131,true,false,1989,Arnstadt,Erfurt,16.12.1989,6,0,50,16,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,12,350,ErfurtArnstadt16.12.1989,691,false,"","",Gegen Korruption und Amtsmissbrauch.,6,Thüringen,""
5000,152,true,false,1990,Arnstadt,Erfurt,06.01.1990,6,0,1,6,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,1,6,ErfurtArnstadt06.01.1990,692,false,"","",Gegen die Ausgleichszahlung an Mitarbeitern des MfS.,16,Thüringen,Neues Forum
8000,159,true,false,1990,Arnstadt,Erfurt,13.01.1990,6,0,2,13,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,1,13,ErfurtArnstadt13.01.1990,693,false,"","",Gegen die SED-PDS.,26,Thüringen,Neues Forum
10000,166,true,false,1990,Arnstadt,Erfurt,20.01.1990,6,0,3,20,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,1,20,ErfurtArnstadt20.01.1990,694,false,"","","",33,Thüringen,""
7000,173,true,false,1990,Arnstadt,Erfurt,27.01.1990,6,0,4,27,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,1,27,ErfurtArnstadt27.01.1990,695,false,"","","",23,Thüringen,Neues Forum
6000,180,true,false,1990,Arnstadt,Erfurt,03.02.1990,6,0,5,3,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,2,34,ErfurtArnstadt03.02.1990,696,false,"","","",20,Thüringen,Neues Forum
1000,186,true,false,1990,Arnstadt,Erfurt,09.02.1990,5,0,6,9,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,2,40,ErfurtArnstadt09.02.1990,697,false,Bauerndemo,"","",3,Thüringen,Demokratische Bauernpartei Deutschland 
2000,187,true,false,1990,Arnstadt,Erfurt,10.02.1990,6,0,6,10,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,2,41,ErfurtArnstadt10.02.1990,698,false,"","","",6,Thüringen,""
1500,194,true,false,1990,Arnstadt,Erfurt,17.02.1990,6,0,7,17,29665,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Arnstadt,false,2,48,ErfurtArnstadt17.02.1990,699,false,"","","",5,Thüringen,Neues Forum
8000,167,true,false,1990,Behringen,Erfurt,21.01.1990,7,0,3,21,1729,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Behringen,false,1,21,ErfurtBehringen21.01.1990,700,false,Menschenkette,"",Für die Schließung des Panzerschießplatzes der Westgruppe der sowjetischen Streitkräfte.,462,Thüringen,""
1500,97,true,false,1989,Besenhausen,Erfurt,12.11.1989,7,0,45,12,0,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Besenhausen,false,11,316,ErfurtBesenhausen12.11.1989,701,false,"","",Demonstranten fordern an der Grenze die Öffnung.,0,Thüringen,""
200,119,true,false,1989,Bischhagen,Erfurt,04.12.1989,1,0,49,4,174,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Bischhagen,false,12,338,ErfurtBischhagen04.12.1989,702,false,"","",Die Öffnung des Grenzzaunes wird gefordert.,114,Thüringen,""
1000,125,true,false,1989,Bischhagen,Erfurt,10.12.1989,7,0,49,10,174,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Bischhagen,false,12,344,ErfurtBischhagen10.12.1989,703,false,"","","Es findet ein ökumenischer Gottesdienst an der Grenze statt, bei dem das Öffnen des Grenzzaunes gefordert wird.",574,Thüringen,""
5000,91,false,false,1989,Bleicherode,Erfurt,06.11.1989,1,4000,45,6,7912,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Bleicherode,false,11,310,ErfurtBleicherode06.11.1989,704,false,"","","",63,Thüringen,""
100,113,true,false,1989,Bockelnhagen,Erfurt,28.11.1989,2,0,48,28,484,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Bockelnhagen,false,11,332,ErfurtBockelnhagen28.11.1989,705,false,"","",Es wird die Eröffnung einer Grenzübergangsstelle gefordert.,20,Thüringen,""
50,120,true,false,1989,Bockelnhagen,Erfurt,05.12.1989,2,0,49,5,0,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Bockelnhagen,false,12,339,ErfurtBockelnhagen05.12.1989,706,false,Lichterdemo,Es nehmen 20 Kinder und 30 Erwachsene teil.,Für die Eröffnung der Grenzübergangsstelle.,0,Thüringen,""
90,152,true,false,1990,Buchfart,Erfurt,06.01.1990,6,0,1,6,208,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Buchfart,false,1,6,ErfurtBuchfart06.01.1990,707,false,"","Demonstranten fordern die Besichtigung des Objektes der Bezirksbehörde der Volkspolizei, da sie vermuten das dort Akten des MfS vernichtet werden.","",43,Thüringen,""
150,100,true,false,1989,Dankmarshausen,Erfurt,15.11.1989,3,0,46,15,1212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Dankmarshausen,false,11,319,ErfurtDankmarshausen15.11.1989,708,false,"","",Für die Eröffnung einer Grenzübergangsstelle.,12,Thüringen,""
200,119,true,false,1989,Dankmarshausen,Erfurt,04.12.1989,1,0,49,4,1212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Dankmarshausen,false,12,338,ErfurtDankmarshausen04.12.1989,709,false,"","",Es wird der Ausbau der Grenzübergangsstelle für PKWs gefordert.,16,Thüringen,""
60,122,true,false,1989,Dankmarshausen,Erfurt,07.12.1989,4,0,49,7,1212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Dankmarshausen,false,12,341,ErfurtDankmarshausen07.12.1989,710,false,"","",Für die Zulassung für PKW's an der Grenzübergangsstelle.,4,Thüringen,""
500,120,true,false,1989,Deuna,Erfurt,05.12.1989,2,0,49,5,1495,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Deuna,false,12,339,ErfurtDeuna05.12.1989,711,false,"","",Kundgebung im Zementwerk für die Auflösung der Kampfgruppen.,33,Thüringen,""
40,95,true,false,1989,Dietzenrode,Erfurt,10.11.1989,5,0,45,10,115,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Dietzenrode,false,11,314,ErfurtDietzenrode10.11.1989,712,false,"","",Für die Aufhebung des Sperrgebietes.,34,Thüringen,""
750,84,true,false,1989,Dingelstädt,Erfurt,30.10.1989,1,0,44,30,5263,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Dingelst%c3%a4dt,false,10,303,ErfurtDingelstädt30.10.1989,713,false,Sühne- und Bittgottesdienst,"","""Das Volk sind wir"", ""Demokratie jetzt oder nie""",14,Thüringen,""
3500,91,true,false,1989,Dingelstädt,Erfurt,06.11.1989,1,0,45,6,5263,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Dingelst%c3%a4dt,false,11,310,ErfurtDingelstädt06.11.1989,714,false,"","","",66,Thüringen,""
400,133,true,false,1989,Dingelstädt,Erfurt,18.12.1989,1,0,51,18,5263,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Dingelst%c3%a4dt,false,12,352,ErfurtDingelstädt18.12.1989,715,false,"","",Für freie und geheime Wahlen.,7,Thüringen,""
40000,161,false,false,1990,Dingelstädt,Erfurt,15.01.1990,1,25000,3,15,5263,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Dingelst%c3%a4dt,false,1,15,ErfurtDingelstädt15.01.1990,716,false,Friedensgebet,"",Gegen SED und das MfS und für die Vereinigung beider deutscher Staaten.,760,Thüringen,""
0,162,true,true,1990,Dingelstädt,Erfurt,16.01.1990,2,0,3,16,5263,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Dingelst%c3%a4dt,false,1,16,ErfurtDingelstädt16.01.1990,717,false,Warnstreik,"","",0,Thüringen,""
50,106,true,false,1989,Döringsdorf,Erfurt,21.11.1989,2,0,47,21,170,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=D%c3%b6ringsdorf,false,11,325,ErfurtDöringsdorf21.11.1989,718,false,"","",Für die Eröffnung einer Grenzübergangsstelle.,29,Thüringen,""
300,170,true,false,1990,Ecklingerode,Erfurt,24.01.1990,3,0,4,24,829,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Ecklingerode,false,1,24,ErfurtEcklingerode24.01.1990,719,false,"","",Für die Erweiterung des Grenzüberganges.,36,Thüringen,""
3500,77,true,false,1989,Eisenach,Erfurt,23.10.1989,1,0,43,23,47027,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Erfurt&ort=Eisenach,false,10,296,ErfurtEisenach23.10.1989,720,false,Friedensgebet,Friedensgebet mit 5.000 Teilnehmern vor und in der Kirche. Nach dem Friedensgebet werden vor der Kirche Reden gehalten (u.a. Bischof Leich).,"",7,Thüringen,""
